key,ca,eu,gl,es,pt,fr,it,en,de
tr_plan_warn_solape_unplaced,No s’ha pogut col·locar el releu «{label}» el {date}.,No se ha podido colocar el relevo «{label}» el {date}.,"Não foi possível colocar o solape ""{label}"" em {date}.",No se ha podido colocar el relevo «{label}» el {date}.,"Não foi possível colocar o solape ""{label}"" em {date}.","Impossible de placer le relais ""{label}"" le {date}.","Impossibile posizionare la staffetta ""{label}"" il {date}.",Could not place relay «{label}» on {date}.,"Staffel ""{label}"" konnte am {date} nicht platziert werden."
tr_plan_warn_solo_impossible,En solitari no caben: {demand} h demanades · {supply} h de pista. Borrador buit.,En solitario no caben: {demand} h pedidas · {supply} h de pista. Borrador vacío.,Sozinhos não cabem: {demand} h pedidas · {supply} h de pista. Rascunho vazio.,En solitario no caben: {demand} h pedidas · {supply} h de pista. Borrador vacío.,Sozinhos não cabem: {demand} h pedidas · {supply} h de pista. Rascunho vazio.,"Seuls, ils ne tiennent pas : {demand} h demandées · {supply} h de piste. Brouillon vide.",En solitari no caben: {demand} h demanades · {supply} h de pista. Borrador buit.,En solitari no caben: {demand} h demanades · {supply} h de pista. Borrador buit.,Im Alleingang passen sie nicht: {demand} h benötigt · {supply} h Eisbahn. Leerer Entwurf.
tr_plan_warn_unit_short,Unitat «{label}»: calien {need}′ i només s’han col·locat {got}′.,Unidad «{label}»: hacían falta {need}′ y solo se han colocado {got}′.,"Unidade ""{label}"": eram precisos {need}′ e só foram colocados {got}′.",Unidad «{label}»: hacían falta {need}′ y solo se han colocado {got}′.,"Unidade ""{label}"": eram precisos {need}′ e só foram colocados {got}′.","Unité ""{label}"" : il fallait {need}′ et seulement {got}′ ont été placés.",Unitat «{label}»: calien {need}′ i només s’han col·locat {got}′.,Unitat «{label}»: calien {need}′ i només s’han col·locat {got}′.,"Einheit ""{label}"": {need}′ nötig, aber nur {got}′ platziert."
tr_plan_warn_unplaced,No cap {team} el {date} ({mins} min).,No se ha podido colocar a {team} el {date} ({mins} min).,Não foi possível colocar {team} em {date} ({mins} min).,No se ha podido colocar a {team} el {date} ({mins} min).,Não foi possível colocar {team} em {date} ({mins} min).,Impossible de placer {team} le {date} ({mins} min).,Impossibile posizionare {team} il {date} ({mins} min).,Could not place {team} on {date} ({mins} min).,Konnte {team} am {date} nicht platzieren ({mins} min).
tr_plan_warn_unplaced_more,…i {n} més sense espai.,…y {n} más sin espacio.,…e {n} mais colocações sem espaço.,…y {n} más sin espacio.,…e {n} mais colocações sem espaço.,…et {n} autres placements sans espace.,…e altri {n} posizionamenti senza spazio.,…and {n} more placements without space.,…und {n} weitere Platzierungen ohne Platz.
tr_plan_warn_using_groups,{n} entrenaments conjunts aplicats.,{n} entrenamientos conjuntos aplicados.,Aplicados {n} grupos.,{n} entrenamientos conjuntos aplicados.,Aplicados {n} grupos.,{n} groupes appliqués.,{n} gruppi applicati.,Applied {n} groups.,{n} Gruppen angewendet.
tr_plan_warn_using_solapes,{n} dies amb relevo al borrador.,{n} días con relevo en el borrador.,{n} dias de solape no rascunho.,{n} días con relevo en el borrador.,{n} dias de solape no rascunho.,{n} jours de relais dans le brouillon.,{n} giorni di staffetta nella bozza.,{n} relay days on the draft.,{n} Staffeltage im Entwurf.
tr_plan_warnings_title,Avisos,Avisos,Avisos do gerador,Avisos,Avisos do gerador,Avertissements du générateur,Avvisi del generatore,Generator warnings,Warnungen des Generators
tr_plan_week_next,Següent,Siguiente,Próxima semana,Siguiente,Próxima semana,Semaine suivante,Settimana successiva,Next week,Nächste Woche
tr_plan_week_prev,Anterior,Anterior,Semana anterior,Anterior,Semana anterior,Semaine précédente,Settimana precedente,Previous week,Vorherige Woche
tr_range_from,Des de,Desde,De,Desde,De,De,Da,From,Von
tr_range_to,Fins a,Hasta,Até,Hasta,Até,Jusqu'à,A,Until,Bis
tr_series_created,Sèrie: {n} sessions,Serie: {n} sesiones,Série criada: {n} sessões,Serie: {n} sesiones,Série criada: {n} sessões,Série créée : {n} sessions,Serie creata: {n} sessioni,Series created: {n} sessions,Serie erstellt: {n} Einheiten
tr_series_heading,Sèrie setmanal,Serie semanal,Série semanal,Serie semanal,Série semanal,Série hebdomadaire,Serie settimanale,Weekly series,Wochenserie
tr_series_list,Sèries,Series,Séries,Series,Séries,Séries,Serie,Series,Serien
tr_sessions_heading,Sessions al calendari,Sesiones en el calendario,Sessões,Sesiones en el calendario,Sessões,Sessions,Sessioni,Sessions,Einheiten
tr_share,Compartir pista,Compartir pista,Partilhar pista,Compartir pista,Partilhar pista,Partager la piste,Condividi pista,Share rink,Eisbahn teilen
tr_single_heading,Un de solt,Uno suelto,Pontual,Uno suelto,Pontual,Ponctuel,Occasionale,One-off,Einmalig
tr_solapes_cancel_edit,Cancel·lar,Cancelar,Cancelar,Cancelar,Cancelar,Annuler,Annulla,Cancel,Abbrechen
tr_solapes_create,Formar relevo,Formar relevo,Formar solape,Formar relevo,Formar solape,Former un relais,Forma staffetta,Form relay,Staffel bilden
tr_solapes_create_error,Calen dos participants diferents i minuts vàlids (0–60).,Hacen falta dos participantes distintos y minutos válidos (0–60).,São precisos dois participantes diferentes e minutos válidos (0–60).,Hacen falta dos participantes distintos y minutos válidos (0–60).,São precisos dois participantes diferentes e minutos válidos (0–60).,Il faut deux participants différents et des minutes valides (0–60).,Servono due partecipanti diversi e minuti validi (0–60).,Need two different participants and valid minutes (0–60).,Zwei verschiedene Teilnehmer und gültige Minuten (0–60) nötig.
tr_solapes_create_hint,Tria unitats del puzle: equips que entrenen sols i/o entrenaments conjunts (A → B).,Elige unidades del puzle: equipos que entrenan solos y/o entrenamientos conjuntos (A → B).,Escolhe unidades do puzzle: equipas solo e/ou grupos partilhados (A → B).,Elige unidades del puzle: equipos que entrenan solos y/o entrenamientos conjuntos (A → B).,Escolhe unidades do puzzle: equipas solo e/ou grupos partilhados (A → B).,Choisis des unités du puzzle : équipes seules et/ou groupes partagés (A → B).,Scegli unità del puzzle: squadre da sole e/o gruppi condivisi (A → B).,Pick puzzle units: solo teams and/or shared groups (A → B).,Wähle Puzzle-Einheiten: Solo-Mannschaften und/oder geteilte Gruppen (A → B).
tr_solapes_delete,Esborrar,Borrar,Apagar,Borrar,Apagar,Supprimer,Elimina,Delete,Löschen
tr_solapes_delete_confirm,Esborrar aquest relevo?,¿Borrar este relevo?,Apagar este solape?,¿Borrar este relevo?,Apagar este solape?,Supprimer ce relais ?,Eliminare questa staffetta?,Delete this relay?,Diese Staffel löschen?
tr_solapes_deleted_planning,Relevo esborrat. Planning actualitzat (borrador).,Relevo borrado. Planning actualizado (borrador).,Solape apagado. Planeamento atualizado (rascunho).,Relevo borrado. Planning actualizado (borrador).,Solape apagado. Planeamento atualizado (rascunho).,Relais supprimé. Planning mis à jour (brouillon).,Staffetta eliminata. Planning aggiornato (bozza).,Relay deleted. Planning updated (draft).,Staffel gelöscht. Planung aktualisiert (Entwurf).
tr_solapes_edit,Modificar,Modificar,Editar,Modificar,Editar,Modifier,Modifica,Edit,Bearbeiten
tr_solapes_edit_heading,Modificar relevo,Modificar relevo,Editar solape,Modificar relevo,Editar solape,Modifier le relais,Modifica staffetta,Edit relay,Staffel bearbeiten
tr_solapes_edit_hint,"Canvia participants, minuts o dies i desa.","Cambia participantes, minutos o días y guarda.","Muda os participantes, os minutos ou os dias e guarda.","Cambia participantes, minutos o días y guarda.","Muda os participantes, os minutos ou os dias e guarda.","Change les participants, les minutes ou les jours et enregistre.","Cambia i partecipanti, i minuti o i giorni e salva.","Change participants, minutes or days and save.","Ändere Teilnehmer, Minuten oder Tage und speichere."
tr_solapes_empty,Encara no hi ha relevos.,Aún no hay relevos.,Ainda sem solapes.,Aún no hay relevos.,Ainda sem solapes.,Encore aucun relais.,Ancora nessuna staffetta.,No relays yet.,Noch keine Staffeln.
tr_solapes_form,Formar,Formar,Formar,Formar,Formar,Former,Forma,Form,Bilden
tr_solapes_intro,Un relevo és un pas de testigo A→B a la mateixa pista. No és un entrenament conjunt: cada costat té la seva franja amb minuts de solapament (0 = un darrere l’altre).,Un relevo es un paso de testigo A→B en la misma pista. No es un entrenamiento conjunto: cada lado tiene su franja con minutos de solapamiento (0 = uno detrás de otro).,Um solape é A→B na mesma pista. Não é um grupo: cada lado tem o seu próprio lugar com minutos de sobreposição (0 = seguidos).,Un relevo es un paso de testigo A→B en la misma pista. No es un entrenamiento conjunto: cada lado tiene su franja con minutos de solapamiento (0 = uno detrás de otro).,Um solape é A→B na mesma pista. Não é um grupo: cada lado tem o seu próprio lugar com minutos de sobreposição (0 = seguidos).,Un relais est A→B sur la même piste. Ce n'est pas un groupe : chaque côté a sa propre place avec des minutes de chevauchement (0 = consécutifs).,Una staffetta è A→B sulla stessa pista. Non è un gruppo: ogni lato ha il proprio posto con minuti di sovrapposizione (0 = consecutivi).,A relay is A→B on the same rink. Not a group: each side has its own slot with overlap minutes (0 = back-to-back).,Eine Staffel ist A→B auf derselben Eisbahn. Keine Gruppe: Jede Seite hat ihren eigenen Platz mit Überlappungsminuten (0 = direkt im Anschluss).
tr_solapes_link,Relevos,Relevos,Solapes,Relevos,Solapes,Relais,Staffette,Relays,Staffeln
tr_solapes_overlap,Solapament,Solapamiento,Sobreposição,Solapamiento,Sobreposição,Chevauchement,Sovrapposizione,Overlap,Überlappung
tr_solapes_overlap_0,"0′ (sense solapament, un darrere l’altre)","0′ (sin solapamiento, uno detrás de otro)","0′ (sem sobreposição, seguidos)","0′ (sin solapamiento, uno detrás de otro)","0′ (sem sobreposição, seguidos)","0′ (pas de chevauchement, consécutifs)","0′ (nessuna sovrapposizione, consecutivi)","0′ (no overlap, back-to-back)","0′ (keine Überlappung, direkt im Anschluss)"
tr_solapes_planning_updated,Relevo al planning (borrador; encara no és calendari).,Relevo en el planning (borrador; aún no es calendario).,Solape no planeamento (rascunho; ainda não no calendário).,Relevo en el planning (borrador; aún no es calendario).,Solape no planeamento (rascunho; ainda não no calendário).,Relais dans le planning (brouillon ; pas encore au calendrier).,Staffetta nel planning (bozza; non ancora nel calendario).,Relay on the planning (draft; not calendar yet).,Staffel in der Planung (Entwurf; noch nicht im Kalender).
tr_solapes_save_edit,Desar canvis,Guardar cambios,Guardar alterações,Guardar cambios,Guardar alterações,Enregistrer les modifications,Salva modifiche,Save changes,Änderungen speichern
tr_solapes_side_a,Primer (A),Primero (A),Primeiro (A),Primero (A),Primeiro (A),Premier (A),Primo (A),First (A),Erste (A)
tr_solapes_side_b,Després (B),Después (B),Seguinte (B),Después (B),Seguinte (B),Suivant (B),Successivo (B),Next (B),Nächste (B)
tr_solapes_title,Relevos,Relevos,Solapes,Relevos,Solapes,Relais,Staffette,Relays,Staffeln
tr_solapes_weekdays,Dies,Días,Dias,Días,Dias,Jours,Giorni,Days,Tage
tr_team_list_intro,Horari de la setmana per equip (els entrenaments conjunts es desglossen). El patró es repeteix cada setmana.,Horario de la semana por equipo (los entrenamientos conjuntos se desglosan). El patrón se repite cada semana.,Horário semanal por equipa (os grupos são detalhados). O padrão repete-se todas as semanas.,Horario de la semana por equipo (los entrenamientos conjuntos se desglosan). El patrón se repite cada semana.,Horário semanal por equipa (os grupos são detalhados). O padrão repete-se todas as semanas.,Planning hebdomadaire par équipe (les groupes sont détaillés). Le motif se répète chaque semaine.,Orario settimanale per squadra (i gruppi sono dettagliati). Il modello si ripete ogni settimana.,Weekly schedule by team (groups are broken down). The pattern repeats each week.,Wochenplan pro Mannschaft (Gruppen werden aufgelöst). Das Muster wiederholt sich wöchentlich.
tr_team_list_shared,compartit amb {partners},compartido con {partners},partilhado com {partners},compartido con {partners},partilhado com {partners},partagé avec {partners},condivisa con {partners},shared with {partners},geteilt mit {partners}
tr_team_list_solape,releu,releu,solape,releu,solape,relais,staffetta,relay,Staffel
tr_team_list_solo,individual,individual,individual,individual,individual,seul,da sola,solo,einzeln
tr_team_list_title,Llistat d’equips,Listado de equipos,Lista de equipas,Listado de equipos,Lista de equipas,Liste des équipes,Elenco squadre,Team list,Mannschaftsliste
tr_title,Entrenament,Entrenamiento,Treinos,Entrenamiento,Treinos,Entraînements,Allenamenti,Trainings,Training
tr_use_default,Usar defecte,Usar defecto,Usar padrão,Usar defecto,Usar padrão,Utiliser le défaut,Usa predefinito,Use default,Standard verwenden
trainings_merge_apply_btn,Aplicar aquesta proposta,Aplicar esta propuesta,Aplicar esta proposta,Aplicar esta propuesta,Aplicar esta proposta,Appliquer cette proposition,Applica questa proposta,Aplicar aquesta proposta,Diesen Vorschlag anwenden
trainings_merge_create,Crear grup conjunt,Crear grupo conjunto,Criar grupo conjunto,Crear grupo conjunto,Criar grupo conjunto,Créer un groupe conjoint,Crea gruppo congiunto,Crear grup conjunt,Gemeinsame Gruppe erstellen
trainings_merge_create_btn,Crear grup i planificar,Crear grupo y planificar,Criar grupo e planear,Crear grupo y planificar,Criar grupo e planear,Créer le groupe et planifier,Crea gruppo e pianifica,Crear grup i planificar,Gruppe erstellen und planen
trainings_merge_days,Dies de la setmana,Días de la semana,Dias da semana,Días de la semana,Dias da semana,Jours de la semaine,Giorni della settimana,Dies de la setmana,Wochentage
trainings_merge_hint,Pots crear un grup d’entrenament conjunt per a aquests dos equips.,Puedes crear un grupo de entrenamiento conjunto para estos dos equipos.,Podes criar um grupo de treino conjunto para estas duas equipas.,Puedes crear un grupo de entrenamiento conjunto para estos dos equipos.,Podes criar um grupo de treino conjunto para estas duas equipas.,Tu peux créer un groupe d'entraînement conjoint pour ces deux équipes.,Puoi creare un gruppo di allenamento congiunto per queste due squadre.,Pots crear un grup d’entrenament conjunt per a aquests dos equips.,Du kannst eine gemeinsame Trainingsgruppe für diese zwei Teams erstellen.
